"AMA_SITE_CODE","NATTS","state_name","Setting","location","1,3-Butadiene","Acetaldehyde","Arsenic Pm10 Lc","Benzene","Benzo(a)pyrene (total tsp & vapor)","Beryllium Pm10 Lc","Cadmium Pm10 Lc","Carbon tetrachloride","Chloroform","Chromium VI (LC)","Ethylbenzene","Ethylene dichloride","Formaldehyde","Lead Pm10 Lc","Manganese Pm10 Lc","Methylene chloride","Naphthalene (total tsp & vapor)","Nickel Pm10 Lc","Tetrachloroethylene","Toluene","Trichloroethylene","Vinyl chloride"
"200290001","No","Kansas",NA,NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,NA,NA
"200290002","No","Kansas",NA,NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,NA,NA
"200570001","No","Kansas",NA,NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,NA,NA
"200710001","No","Kansas",NA,NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,NA,NA
"200910006","No","Kansas",NA,NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,NA,NA
"200910007","No","Kansas",NA,NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,NA,NA
"200912002","No","Kansas",NA,NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,NA,NA
"200930001","No","Kansas",NA,NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,NA,NA
"201290003","No","Kansas",NA,NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,NA,NA
"201330002","No","Kansas",NA,NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,NA,NA
"201450001","No","Kansas",NA,NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,NA,NA
"201730007","No","Kansas",NA,NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,NA,NA
"201730008","No","Kansas",NA,NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,NA,NA
"201730009","No","Kansas",NA,NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,NA,NA
"201731012","No","Kansas",NA,NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,NA,NA
"201770007","No","Kansas",NA,NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,NA,NA
"201770009","No","Kansas",NA,NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,NA,NA
"201810001","No","Kansas",NA,NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,NA,NA
"202090015","No","Kansas",NA,NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,NA,NA
"202090020","No","Kansas",NA,NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,NA,NA
"210190002","No","Kentucky",NA,NA,NA,NA,"Decreasing",NA,NA,"Undetermined","Decreasing",NA,NA,NA,NA,NA,NA,"Decreasing","No Trend",NA,NA,"No Trend",NA,NA,NA,NA
"210190017","No","Kentucky",NA,NA,"Undetermined","No Trend",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","No Trend",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"210590005","No","Kentucky",NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA,NA
"210670012","No","Kentucky",NA,NA,"Undetermined","No Trend","Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined",NA,"Undetermined","Undetermined","No Trend","Undetermined","Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined"
"210670014","No","Kentucky",NA,NA,NA,NA,"No Trend",NA,NA,"Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"No Trend","No Trend",NA,NA,"Decreasing",NA,NA,NA,NA
"211010014","No","Kentucky",NA,NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,NA,NA
"211110067","No","Kentucky",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA
"211170007","No","Kentucky",NA,NA,NA,"No Trend",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Trend",NA,NA,NA,NA,NA,NA,NA,NA,NA
"211390004","No","Kentucky",NA,NA,"Undetermined",NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined"
"211451024","No","Kentucky",NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA,NA
"211570014","No","Kentucky",NA,NA,"Undetermined",NA,NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"211570016","No","Kentucky",NA,NA,"Undetermined",NA,NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"211570018","No","Kentucky",NA,NA,"Undetermined",NA,"No Trend","Undetermined",NA,"Undetermined","Decreasing","Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,"Decreasing","No Trend","Undetermined",NA,"No Trend","Undetermined","Undetermined","Undetermined","Undetermined"
"211570019","No","Kentucky",NA,NA,"Undetermined",NA,NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"211830032","No","Kentucky",NA,NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,NA,NA
"211930003","Yes","Kentucky","Rural","Hazard/Grayson, KY","No Trend","No Trend","Decreasing","No Trend","No Trend","No Trend","Decreasing","No Trend","Undetermined","Decreasing","Decreasing","No Trend","No Trend","Decreasing","Decreasing","No Trend","No Trend","Decreasing","No Trend","No Trend","Undetermined","Undetermined"
"220050004","No","Louisiana",NA,NA,NA,NA,NA,"Decreasing",NA,NA,NA,"Undetermined","Undetermined",NA,"No Trend","Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","No Trend","Undetermined","Undetermined"
"220150008","No","Louisiana",NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"220190008","No","Louisiana",NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"220330008","No","Louisiana",NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"220330009","No","Louisiana",NA,NA,"Undetermined","Undetermined",NA,"Decreasing",NA,NA,NA,NA,NA,NA,"Decreasing",NA,"Undetermined",NA,NA,NA,NA,NA,NA,"Decreasing",NA,NA
"220330013","No","Louisiana",NA,NA,"Undetermined",NA,NA,"Decreasing",NA,NA,NA,"Undetermined","Undetermined",NA,"Decreasing","Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Decreasing","Undetermined","Undetermined"
"220470009","No","Louisiana",NA,NA,"Undetermined",NA,NA,"Decreasing",NA,NA,NA,NA,NA,NA,"No Trend",NA,NA,NA,NA,NA,NA,NA,NA,"Decreasing",NA,NA
"220511001","No","Louisiana",NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined","Undetermined",NA
"220730004","No","Louisiana",NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"230010011","No","Maine",NA,NA,"No Trend",NA,NA,"No Trend",NA,NA,NA,"Increasing","Increasing",NA,"Decreasing","Increasing",NA,NA,NA,"Increasing",NA,NA,"No Trend","Decreasing","No Trend","Undetermined"
"230031011","No","Maine",NA,NA,"Undetermined",NA,NA,"No Trend",NA,NA,NA,"Increasing","Increasing",NA,"No Trend","Increasing",NA,NA,NA,"Increasing",NA,NA,"No Trend","Decreasing","Undetermined","Undetermined"
"230050029","No","Maine",NA,NA,"No Trend",NA,NA,"No Trend",NA,NA,NA,"No Trend","Increasing",NA,"Decreasing","No Trend",NA,NA,NA,"Increasing",NA,NA,"No Trend","No Trend","No Trend","Undetermined"
"230052003","No","Maine",NA,NA,"Undetermined",NA,NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"230170008","No","Maine",NA,NA,"Undetermined",NA,NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA
"230170009","No","Maine",NA,NA,"Undetermined",NA,NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined",NA
"230172011","No","Maine",NA,NA,"No Trend",NA,NA,"No Trend",NA,NA,NA,"Increasing","Increasing",NA,"Decreasing","Increasing",NA,NA,NA,"Increasing",NA,NA,"No Trend","Decreasing","Undetermined","Undetermined"
"230190002","No","Maine",NA,NA,"No Trend",NA,NA,"No Trend",NA,NA,NA,"No Trend","Increasing",NA,"No Trend","Increasing",NA,NA,NA,"Increasing",NA,NA,"No Trend","No Trend","Undetermined","Undetermined"
"240030019","No","Maryland",NA,NA,"Undetermined",NA,NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"240031003","No","Maryland",NA,NA,"Undetermined",NA,NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"240053001","No","Maryland",NA,NA,"Decreasing","No Trend",NA,"Decreasing",NA,NA,NA,"No Trend","No Trend",NA,"Decreasing","Increasing","No Trend",NA,NA,"No Trend",NA,NA,"Decreasing","Decreasing","No Trend","Undetermined"
"240259001","No","Maryland",NA,NA,"Undetermined",NA,NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"240270006","No","Maryland",NA,NA,"Undetermined",NA,NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"240330030","No","Maryland",NA,NA,"No Trend",NA,NA,"No Trend",NA,NA,NA,"No Trend","No Trend",NA,"No Trend","No Trend",NA,"Undetermined",NA,"No Trend",NA,NA,"Decreasing","Decreasing","No Trend","No Trend"
"245100006","No","Maryland",NA,NA,"Decreasing",NA,NA,"Decreasing",NA,NA,NA,"No Trend","No Trend",NA,"Decreasing","Increasing",NA,NA,NA,"No Trend",NA,NA,"No Trend","Decreasing","Decreasing","Undetermined"
"245100011","No","Maryland",NA,NA,"Undetermined",NA,NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"245100035","No","Maryland",NA,NA,"Undetermined",NA,NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"245100040","No","Maryland",NA,NA,"Decreasing",NA,NA,"Decreasing",NA,NA,NA,"No Trend","No Trend",NA,"Decreasing","Increasing",NA,NA,NA,"No Trend",NA,NA,"Decreasing","Decreasing","Decreasing","No Trend"
"245100043","No","Maryland",NA,NA,"Undetermined",NA,NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"245100050","No","Maryland",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"245100051","No","Maryland",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"250092006","No","Massachusetts",NA,NA,"Decreasing","No Trend",NA,"Decreasing",NA,NA,NA,"No Trend","No Trend",NA,"Decreasing","Increasing","No Trend",NA,NA,"No Trend",NA,NA,"Decreasing","Decreasing","No Trend","No Trend"
"250130008","No","Massachusetts",NA,NA,NA,"No Trend",NA,"Decreasing",NA,NA,NA,NA,NA,NA,"Decreasing",NA,"No Trend",NA,NA,NA,NA,NA,NA,"Decreasing",NA,NA
"250132009","No","Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA
"250171801","No","Massachusetts",NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined","Undetermined",NA
"250250002","No","Massachusetts",NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined",NA,NA,NA,NA,"Undetermined","Undetermined","Undetermined",NA
"250250041","No","Massachusetts",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"250250042","Yes","Massachusetts","Urban","Roxbury, MA","Decreasing","No Trend","No Trend","Decreasing","No Trend","No Trend","Decreasing","No Trend","No Trend","No Trend","Decreasing","Increasing","No Trend","No Trend","No Trend","Increasing","Decreasing","Decreasing","Decreasing","Decreasing","Decreasing","No Trend"
"260050002","No","Michigan",NA,NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,NA,NA
"26019SBD1","No",NA,NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260310001","No","Michigan",NA,NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,NA,NA
"260330901","No","Michigan",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"260650921","No","Michigan",NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,NA,"Undetermined",NA,NA
"260650922","No","Michigan",NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,NA,"Undetermined",NA,NA
"260650923","No","Michigan",NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,NA,"Undetermined",NA,NA
"260650924","No","Michigan",NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,NA,"Undetermined",NA,NA
"260770901","No","Michigan",NA,NA,NA,"Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA
"260770902","No","Michigan",NA,NA,NA,"Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA
"260770903","No","Michigan",NA,NA,NA,"Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA
"260770905","No","Michigan",NA,NA,NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,"Undetermined",NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA
"260810020","No","Michigan",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"260810021","No","Michigan",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined",NA
"26083EGH1","No",NA,NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261110951","No","Michigan",NA,NA,"Undetermined",NA,NA,"No Trend",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"Decreasing",NA,NA,"Undetermined","Undetermined",NA,"Undetermined"
"261110952","No","Michigan",NA,NA,"Undetermined",NA,NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA
"261110953","No","Michigan",NA,NA,"Undetermined",NA,NA,"No Trend",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"No Trend",NA,NA,"Undetermined","No Trend",NA,"Undetermined"
"261110954","No","Michigan",NA,NA,"Undetermined",NA,NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,"Undetermined"
"261110955","No","Michigan",NA,NA,"Undetermined",NA,NA,"No Trend",NA,NA,NA,"Undetermined","No Trend",NA,"Undetermined","Undetermined",NA,NA,NA,"No Trend",NA,NA,"No Trend","Decreasing",NA,"Undetermined"
"261110956","No","Michigan",NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA
"261110957","No","Michigan",NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA
"261110959","No","Michigan",NA,NA,"Undetermined",NA,NA,"No Trend",NA,NA,NA,"Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","No Trend",NA,"Undetermined"
"261110960","No","Michigan",NA,NA,"Undetermined",NA,NA,"No Trend",NA,NA,NA,NA,"Undetermined",NA,NA,"Undetermined",NA,NA,NA,"No Trend",NA,NA,"Undetermined","No Trend",NA,"Undetermined"
"261130001","No","Michigan",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"261250010","No","Michigan",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"261390009","No","Michigan",NA,NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,NA,NA
"261510002","No","Michigan",NA,NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,NA,NA
"261570001","No","Michigan",NA,NA,NA,NA,"Undetermined",NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,"Undetermined",NA,NA,NA,NA
"261590901","No","Michigan",NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined",NA,NA
"261610008","No","Michigan",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"261618001","No","Michigan",NA,NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined",NA,NA,NA,NA,NA,NA,"Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,NA,NA
"261630001","No","Michigan",NA,NA,"Undetermined","Undetermined","No Trend","Undetermined",NA,NA,"No Trend","Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Decreasing","No Trend","Undetermined",NA,"No Trend","Undetermined","Undetermined","Undetermined","Undetermined"
"261630005","No","Michigan",NA,NA,NA,"No Trend",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Increasing",NA,"No Trend","Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"261630015","No","Michigan",NA,NA,"Undetermined","No Trend",NA,"Decreasing",NA,NA,NA,"Undetermined","No Trend",NA,"Undetermined","Undetermined","No Trend",NA,"No Trend","No Trend",NA,NA,"Undetermined","Decreasing","Undetermined","Undetermined"
"261630019","No","Michigan",NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Undetermined",NA,NA,NA,NA,NA,NA,NA,NA,NA
"261630027","No","Michigan",NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"261630033","Yes","Michigan","Urban","Detroit, MI","No Trend","No Trend","Decreasing","Decreasing","No Trend","Decreasing","Decreasing","No Trend","No Trend","No Trend","No Trend","Undetermined","No Trend","Decreasing","Decreasing","Increasing","No Trend","Decreasing","No Trend","Decreasing","Decreasing","Undetermined"
"261631005","No","Michigan",NA,NA,"Undetermined",NA,NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"261631006","No","Michigan",NA,NA,"Undetermined",NA,NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"261631008","No","Michigan",NA,NA,"Undetermined",NA,NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"261631009","No","Michigan",NA,NA,"Undetermined",NA,NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined",NA,NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"270031002","No","Minnesota",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"270072302","No","Minnesota",NA,NA,NA,"Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined","Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
"270072303","No","Minnesota",NA,NA,"Undetermined","Undetermined",NA,"Undetermined",NA,NA,NA,"Undetermined","Undetermined",NA,"Undetermined","Undetermined","Undetermined",NA,NA,"Undetermined",NA,NA,"Undetermined","Undetermined","Undetermined","Undetermined"
